timeframe,month_id,manager_user_id,subordinado_user_id,nlp_concepto_sospechoso,nlp_concepto_crudo,nlp_descripciones,tx_count,monto_total,interpretabilidad
todo_el_tiempo,2020-08,P0205,P0066,"['SOBORNO', 'DONATIVO_CRUZADO']",servicios_financieros criptodonativo (SLP-ENG-640) [prueba de concepto],servicios_financieros - criptodonativo (SLP-ENG-640) [prueba de concepto],2,96886.8,"En la ventana 'todo_el_tiempo', durante 2020-08 el subordinado P0066 envió 2 pagos al manager P0205 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 96,886.80 en monto total. Conceptos crudos detectados: servicios_financieros criptodonativo (SLP-ENG-640) [prueba de concepto]. Descripciones de origen: servicios_financieros - criptodonativo (SLP-ENG-640) [prueba de concepto]."
todo_el_tiempo,2022-10,P0076,P0103,"['SOBORNO', 'DONATIVO_CRUZADO']",legal_arbitraje criptodonativo (YUC-SUST-038) [benchmark ético],legal_arbitraje - criptodonativo (YUC-SUST-038) [benchmark ético],2,96834.9,"En la ventana 'todo_el_tiempo', durante 2022-10 el subordinado P0103 envió 2 pagos al manager P0076 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 96,834.90 en monto total. Conceptos crudos detectados: legal_arbitraje criptodonativo (YUC-SUST-038) [benchmark ético]. Descripciones de origen: legal_arbitraje - criptodonativo (YUC-SUST-038) [benchmark ético]."
todo_el_tiempo,2020-03,P0167,P0050,"['SOBORNO', 'NOMINA_PARALELA']",bono_excepcional expansion_agronegocio ref NLE-COMP-552 sesión híbrida,bono_excepcional; expansion_agronegocio; ref NLE-COMP-552; sesión híbrida,2,96818.38,"En la ventana 'todo_el_tiempo', durante 2020-03 el subordinado P0050 envió 2 pagos al manager P0167 etiquetados como 'SOBORNO, NOMINA_PARALELA', acumulando 96,818.38 en monto total. Conceptos crudos detectados: bono_excepcional expansion_agronegocio ref NLE-COMP-552 sesión híbrida. Descripciones de origen: bono_excepcional; expansion_agronegocio; ref NLE-COMP-552; sesión híbrida."
todo_el_tiempo,2022-05,P0094,P0155,"['SOBORNO', 'VIATICOS_LUJOSOS']",viatico expansion_agronegocio (BCS-LEGAL-504) [mise jour],viatico - expansion_agronegocio (BCS-LEGAL-504) [mise à jour],2,96699.68,"En la ventana 'todo_el_tiempo', durante 2022-05 el subordinado P0155 envió 2 pagos al manager P0094 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS', acumulando 96,699.68 en monto total. Conceptos crudos detectados: viatico expansion_agronegocio (BCS-LEGAL-504) [mise jour]. Descripciones de origen: viatico - expansion_agronegocio (BCS-LEGAL-504) [mise à jour]."
todo_el_tiempo,2022-09,P0034,P0249,"['SOBORNO', 'DONATIVO_CRUZADO']",laboratorio_genomica realidad_mixta ref GDL-CX-204 urgent follow-up,laboratorio_genomica; realidad_mixta; ref GDL-CX-204; urgent follow-up,2,96543.48,"En la ventana 'todo_el_tiempo', durante 2022-09 el subordinado P0249 envió 2 pagos al manager P0034 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 96,543.48 en monto total. Conceptos crudos detectados: laboratorio_genomica realidad_mixta ref GDL-CX-204 urgent follow-up. Descripciones de origen: laboratorio_genomica; realidad_mixta; ref GDL-CX-204; urgent follow-up."
todo_el_tiempo,2020-03,P0200,P0119,"['SOBORNO', 'NOMINA_PARALELA']",bono_excepcional climatologia_predictiva (BCN-CIBER-724) [due diligence],bono_excepcional - climatologia_predictiva (BCN-CIBER-724) [due diligence],2,96497.76,"En la ventana 'todo_el_tiempo', durante 2020-03 el subordinado P0119 envió 2 pagos al manager P0200 etiquetados como 'SOBORNO, NOMINA_PARALELA', acumulando 96,497.76 en monto total. Conceptos crudos detectados: bono_excepcional climatologia_predictiva (BCN-CIBER-724) [due diligence]. Descripciones de origen: bono_excepcional - climatologia_predictiva (BCN-CIBER-724) [due diligence]."
todo_el_tiempo,2021-12,P0007,P0057,"['SOBORNO', 'DONATIVO_CRUZADO']",inclusion_laboral climatologia_predictiva ref BCS-LEGAL-504 prueba de concepto,inclusion_laboral; climatologia_predictiva; ref BCS-LEGAL-504; prueba de concepto,2,95115.12,"En la ventana 'todo_el_tiempo', durante 2021-12 el subordinado P0057 envió 2 pagos al manager P0007 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 95,115.12 en monto total. Conceptos crudos detectados: inclusion_laboral climatologia_predictiva ref BCS-LEGAL-504 prueba de concepto. Descripciones de origen: inclusion_laboral; climatologia_predictiva; ref BCS-LEGAL-504; prueba de concepto."
todo_el_tiempo,2020-01,P0067,P0082,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo co-creacion_comunidad expediente GDL-CX-204 benchmark ético,patrocinio_deportivo | co-creacion_comunidad | expediente GDL-CX-204 | benchmark ético,2,94544.46,"En la ventana 'todo_el_tiempo', durante 2020-01 el subordinado P0082 envió 2 pagos al manager P0067 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 94,544.46 en monto total. Conceptos crudos detectados: patrocinio_deportivo co-creacion_comunidad expediente GDL-CX-204 benchmark ético. Descripciones de origen: patrocinio_deportivo | co-creacion_comunidad | expediente GDL-CX-204 | benchmark ético."
todo_el_tiempo,2021-12,P0063,P0015,"['SOBORNO', 'NOMINA_PARALELA']",bono_excepcional fondo_empoderamiento ref SLP-ENG-640 relatório preliminar,bono_excepcional; fondo_empoderamiento; ref SLP-ENG-640; relatório preliminar,2,94448.68,"En la ventana 'todo_el_tiempo', durante 2021-12 el subordinado P0015 envió 2 pagos al manager P0063 etiquetados como 'SOBORNO, NOMINA_PARALELA', acumulando 94,448.68 en monto total. Conceptos crudos detectados: bono_excepcional fondo_empoderamiento ref SLP-ENG-640 relatório preliminar. Descripciones de origen: bono_excepcional; fondo_empoderamiento; ref SLP-ENG-640; relatório preliminar."
todo_el_tiempo,2023-11,P0130,P0113,"['SOBORNO', 'DONATIVO_CRUZADO']",suscripcion_saas criptodonativo ref NLE-COMP-552 prueba de concepto,suscripcion_saas; criptodonativo; ref NLE-COMP-552; prueba de concepto,2,94283.36,"En la ventana 'todo_el_tiempo', durante 2023-11 el subordinado P0113 envió 2 pagos al manager P0130 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 94,283.36 en monto total. Conceptos crudos detectados: suscripcion_saas criptodonativo ref NLE-COMP-552 prueba de concepto. Descripciones de origen: suscripcion_saas; criptodonativo; ref NLE-COMP-552; prueba de concepto."
todo_el_tiempo,2024-08,P0028,P0155,"['SOBORNO', 'DONATIVO_CRUZADO']",blockchain turismo_espacial expediente BCN-CIBER-724 due diligence,blockchain | turismo_espacial | expediente BCN-CIBER-724 | due diligence,2,94168.48,"En la ventana 'todo_el_tiempo', durante 2024-08 el subordinado P0155 envió 2 pagos al manager P0028 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 94,168.48 en monto total. Conceptos crudos detectados: blockchain turismo_espacial expediente BCN-CIBER-724 due diligence. Descripciones de origen: blockchain | turismo_espacial | expediente BCN-CIBER-724 | due diligence."
todo_el_tiempo,2023-09,P0031,P0128,"['SOBORNO', 'DONATIVO_CRUZADO']",material_medico crowdfunding_maker expediente CDMX-AI-887 sesión híbrida,material_medico | crowdfunding_maker | expediente CDMX-AI-887 | sesión híbrida,2,93338.74,"En la ventana 'todo_el_tiempo', durante 2023-09 el subordinado P0128 envió 2 pagos al manager P0031 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 93,338.74 en monto total. Conceptos crudos detectados: material_medico crowdfunding_maker expediente CDMX-AI-887 sesión híbrida. Descripciones de origen: material_medico | crowdfunding_maker | expediente CDMX-AI-887 | sesión híbrida."
todo_el_tiempo,2022-09,P0032,P0101,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo incubadora_social expediente NLE-COMP-552 sesión híbrida,patrocinio_deportivo | incubadora_social | expediente NLE-COMP-552 | sesión híbrida,2,93187.76,"En la ventana 'todo_el_tiempo', durante 2022-09 el subordinado P0101 envió 2 pagos al manager P0032 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 93,187.76 en monto total. Conceptos crudos detectados: patrocinio_deportivo incubadora_social expediente NLE-COMP-552 sesión híbrida. Descripciones de origen: patrocinio_deportivo | incubadora_social | expediente NLE-COMP-552 | sesión híbrida."
todo_el_tiempo,2022-12,P0218,P0239,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo festival_culinario ref BCN-CIBER-724 urgent follow-up,patrocinio_deportivo; festival_culinario; ref BCN-CIBER-724; urgent follow-up,2,92843.34,"En la ventana 'todo_el_tiempo', durante 2022-12 el subordinado P0239 envió 2 pagos al manager P0218 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 92,843.34 en monto total. Conceptos crudos detectados: patrocinio_deportivo festival_culinario ref BCN-CIBER-724 urgent follow-up. Descripciones de origen: patrocinio_deportivo; festival_culinario; ref BCN-CIBER-724; urgent follow-up."
todo_el_tiempo,2023-07,P0213,P0102,"['SOBORNO', 'DONATIVO_CRUZADO']",proveedor_internacional interoperabilidad_openbanking (MTY-FIN-778) [observatorio ciudadano],proveedor_internacional - interoperabilidad_openbanking (MTY-FIN-778) [observatorio ciudadano],2,92199.94,"En la ventana 'todo_el_tiempo', durante 2023-07 el subordinado P0102 envió 2 pagos al manager P0213 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 92,199.94 en monto total. Conceptos crudos detectados: proveedor_internacional interoperabilidad_openbanking (MTY-FIN-778) [observatorio ciudadano]. Descripciones de origen: proveedor_internacional - interoperabilidad_openbanking (MTY-FIN-778) [observatorio ciudadano]."
todo_el_tiempo,2025-08,P0053,P0015,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo expansion_agronegocio expediente YUC-SUST-038 due diligence,patrocinio_deportivo | expansion_agronegocio | expediente YUC-SUST-038 | due diligence,2,92179.04,"En la ventana 'todo_el_tiempo', durante 2025-08 el subordinado P0015 envió 2 pagos al manager P0053 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 92,179.04 en monto total. Conceptos crudos detectados: patrocinio_deportivo expansion_agronegocio expediente YUC-SUST-038 due diligence. Descripciones de origen: patrocinio_deportivo | expansion_agronegocio | expediente YUC-SUST-038 | due diligence."
todo_el_tiempo,2023-01,P0066,P0189,"['SOBORNO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica programa_neuroliderazgo (MX-OPS-001) [pilot de innovación],reembolso_caja_chica - programa_neuroliderazgo (MX-OPS-001) [pilot de innovación],2,92126.38,"En la ventana 'todo_el_tiempo', durante 2023-01 el subordinado P0189 envió 2 pagos al manager P0066 etiquetados como 'SOBORNO, REEMBOLSO_DUDOSO', acumulando 92,126.38 en monto total. Conceptos crudos detectados: reembolso_caja_chica programa_neuroliderazgo (MX-OPS-001) [pilot de innovación]. Descripciones de origen: reembolso_caja_chica - programa_neuroliderazgo (MX-OPS-001) [pilot de innovación]."
todo_el_tiempo,2020-10,P0026,P0174,"['SOBORNO', 'DONATIVO_CRUZADO']",compra_tecnologia crowdfunding_maker ref CHH-LOG-619 benchmark ético,compra_tecnologia; crowdfunding_maker; ref CHH-LOG-619; benchmark ético,2,91358.12,"En la ventana 'todo_el_tiempo', durante 2020-10 el subordinado P0174 envió 2 pagos al manager P0026 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 91,358.12 en monto total. Conceptos crudos detectados: compra_tecnologia crowdfunding_maker ref CHH-LOG-619 benchmark ético. Descripciones de origen: compra_tecnologia; crowdfunding_maker; ref CHH-LOG-619; benchmark ético."
todo_el_tiempo,2021-04,P0226,P0012,"['SOBORNO', 'DONATIVO_CRUZADO']",pago_servicios co-creacion_comunidad ref MTY-FIN-778 urgent follow-up,pago_servicios; co-creacion_comunidad; ref MTY-FIN-778; urgent follow-up,2,91349.5,"En la ventana 'todo_el_tiempo', durante 2021-04 el subordinado P0012 envió 2 pagos al manager P0226 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 91,349.50 en monto total. Conceptos crudos detectados: pago_servicios co-creacion_comunidad ref MTY-FIN-778 urgent follow-up. Descripciones de origen: pago_servicios; co-creacion_comunidad; ref MTY-FIN-778; urgent follow-up."
todo_el_tiempo,2025-12,P0059,P0126,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo festival_culinario expediente PUE-HR-992 mise jour,patrocinio_deportivo | festival_culinario | expediente PUE-HR-992 | mise à jour,2,91131.02,"En la ventana 'todo_el_tiempo', durante 2025-12 el subordinado P0126 envió 2 pagos al manager P0059 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 91,131.02 en monto total. Conceptos crudos detectados: patrocinio_deportivo festival_culinario expediente PUE-HR-992 mise jour. Descripciones de origen: patrocinio_deportivo | festival_culinario | expediente PUE-HR-992 | mise à jour."
todo_el_tiempo,2021-09,P0013,P0181,"['SOBORNO', 'DONATIVO_CRUZADO']",donativo crowdfunding_maker ref VER-MKT-459 ajuste inmediato,donativo; crowdfunding_maker; ref VER-MKT-459; ajuste inmediato,2,90946.46,"En la ventana 'todo_el_tiempo', durante 2021-09 el subordinado P0181 envió 2 pagos al manager P0013 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 90,946.46 en monto total. Conceptos crudos detectados: donativo crowdfunding_maker ref VER-MKT-459 ajuste inmediato. Descripciones de origen: donativo; crowdfunding_maker; ref VER-MKT-459; ajuste inmediato."
todo_el_tiempo,2024-01,P0220,P0206,"['SOBORNO', 'DONATIVO_CRUZADO']",donativo salud_mental (SLP-ENG-640) [prueba de concepto],donativo - salud_mental (SLP-ENG-640) [prueba de concepto],2,90894.78,"En la ventana 'todo_el_tiempo', durante 2024-01 el subordinado P0206 envió 2 pagos al manager P0220 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 90,894.78 en monto total. Conceptos crudos detectados: donativo salud_mental (SLP-ENG-640) [prueba de concepto]. Descripciones de origen: donativo - salud_mental (SLP-ENG-640) [prueba de concepto]."
todo_el_tiempo,2022-10,P0152,P0075,"['SOBORNO', 'DONATIVO_CRUZADO']",viaje_ecologico reciclaje-oceanico (PUE-HR-992) [ajuste inmediato],viaje_ecologico - reciclaje-oceanico (PUE-HR-992) [ajuste inmediato],2,90405.28,"En la ventana 'todo_el_tiempo', durante 2022-10 el subordinado P0075 envió 2 pagos al manager P0152 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 90,405.28 en monto total. Conceptos crudos detectados: viaje_ecologico reciclaje-oceanico (PUE-HR-992) [ajuste inmediato]. Descripciones de origen: viaje_ecologico - reciclaje-oceanico (PUE-HR-992) [ajuste inmediato]."
todo_el_tiempo,2025-01,P0154,P0086,"['SOBORNO', 'DONATIVO_CRUZADO']",blockchain campamento_ai expediente MX-OPS-001 due diligence,blockchain | campamento_ai | expediente MX-OPS-001 | due diligence,2,90168.92,"En la ventana 'todo_el_tiempo', durante 2025-01 el subordinado P0086 envió 2 pagos al manager P0154 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 90,168.92 en monto total. Conceptos crudos detectados: blockchain campamento_ai expediente MX-OPS-001 due diligence. Descripciones de origen: blockchain | campamento_ai | expediente MX-OPS-001 | due diligence."
todo_el_tiempo,2021-05,P0097,P0159,"['SOBORNO', 'DONATIVO_CRUZADO']",comercio_justo programa_neuroliderazgo ref MX-OPS-001 mise jour,comercio_justo; programa_neuroliderazgo; ref MX-OPS-001; mise à jour,2,89961.42,"En la ventana 'todo_el_tiempo', durante 2021-05 el subordinado P0159 envió 2 pagos al manager P0097 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 89,961.42 en monto total. Conceptos crudos detectados: comercio_justo programa_neuroliderazgo ref MX-OPS-001 mise jour. Descripciones de origen: comercio_justo; programa_neuroliderazgo; ref MX-OPS-001; mise à jour."
todo_el_tiempo,2020-07,P0124,P0236,"['SOBORNO', 'DONATIVO_CRUZADO']",pago_servicios festival_culinario expediente CHH-LOG-619 prueba de concepto,pago_servicios | festival_culinario | expediente CHH-LOG-619 | prueba de concepto,2,89905.82,"En la ventana 'todo_el_tiempo', durante 2020-07 el subordinado P0236 envió 2 pagos al manager P0124 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 89,905.82 en monto total. Conceptos crudos detectados: pago_servicios festival_culinario expediente CHH-LOG-619 prueba de concepto. Descripciones de origen: pago_servicios | festival_culinario | expediente CHH-LOG-619 | prueba de concepto."
todo_el_tiempo,2020-11,P0169,P0176,"['SOBORNO', 'DONATIVO_CRUZADO']",campana_multicultural criptodonativo (YUC-SUST-038) [relatório preliminar],campana_multicultural - criptodonativo (YUC-SUST-038) [relatório preliminar],2,89623.7,"En la ventana 'todo_el_tiempo', durante 2020-11 el subordinado P0176 envió 2 pagos al manager P0169 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 89,623.70 en monto total. Conceptos crudos detectados: campana_multicultural criptodonativo (YUC-SUST-038) [relatório preliminar]. Descripciones de origen: campana_multicultural - criptodonativo (YUC-SUST-038) [relatório preliminar]."
todo_el_tiempo,2023-11,P0217,P0140,"['SOBORNO', 'DONATIVO_CRUZADO']",patrocinio_deportivo hackathon_europeo ref PUE-HR-992 benchmark ético,patrocinio_deportivo; hackathon_europeo; ref PUE-HR-992; benchmark ético,2,89298.36,"En la ventana 'todo_el_tiempo', durante 2023-11 el subordinado P0140 envió 2 pagos al manager P0217 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 89,298.36 en monto total. Conceptos crudos detectados: patrocinio_deportivo hackathon_europeo ref PUE-HR-992 benchmark ético. Descripciones de origen: patrocinio_deportivo; hackathon_europeo; ref PUE-HR-992; benchmark ético."
todo_el_tiempo,2022-03,P0151,P0020,"['SOBORNO', 'DONATIVO_CRUZADO']",robotica_colaborativa criptodonativo expediente QRO-RPA-312 relatório preliminar,robotica_colaborativa | criptodonativo | expediente QRO-RPA-312 | relatório preliminar,2,88955.66,"En la ventana 'todo_el_tiempo', durante 2022-03 el subordinado P0020 envió 2 pagos al manager P0151 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 88,955.66 en monto total. Conceptos crudos detectados: robotica_colaborativa criptodonativo expediente QRO-RPA-312 relatório preliminar. Descripciones de origen: robotica_colaborativa | criptodonativo | expediente QRO-RPA-312 | relatório preliminar."
todo_el_tiempo,2020-06,P0033,P0059,"['SOBORNO', 'DONATIVO_CRUZADO']",prototipo_iot interoperabilidad_openbanking expediente MX-OPS-001 prueba de concepto,prototipo_iot | interoperabilidad_openbanking | expediente MX-OPS-001 | prueba de concepto,2,88338.8,"En la ventana 'todo_el_tiempo', durante 2020-06 el subordinado P0059 envió 2 pagos al manager P0033 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 88,338.80 en monto total. Conceptos crudos detectados: prototipo_iot interoperabilidad_openbanking expediente MX-OPS-001 prueba de concepto. Descripciones de origen: prototipo_iot | interoperabilidad_openbanking | expediente MX-OPS-001 | prueba de concepto."
todo_el_tiempo,2023-11,P0076,P0236,"['SOBORNO', 'DONATIVO_CRUZADO']",proveedor_internacional marketplace_artesanal (QRO-RPA-312) [ajuste inmediato],proveedor_internacional - marketplace_artesanal (QRO-RPA-312) [ajuste inmediato],2,88265.44,"En la ventana 'todo_el_tiempo', durante 2023-11 el subordinado P0236 envió 2 pagos al manager P0076 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 88,265.44 en monto total. Conceptos crudos detectados: proveedor_internacional marketplace_artesanal (QRO-RPA-312) [ajuste inmediato]. Descripciones de origen: proveedor_internacional - marketplace_artesanal (QRO-RPA-312) [ajuste inmediato]."
todo_el_tiempo,2022-04,P0167,P0155,"['SOBORNO', 'VIATICOS_LUJOSOS']",viatico fondo_empoderamiento (CHH-LOG-619) [observatorio ciudadano],viatico - fondo_empoderamiento (CHH-LOG-619) [observatorio ciudadano],2,88211.5,"En la ventana 'todo_el_tiempo', durante 2022-04 el subordinado P0155 envió 2 pagos al manager P0167 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS', acumulando 88,211.50 en monto total. Conceptos crudos detectados: viatico fondo_empoderamiento (CHH-LOG-619) [observatorio ciudadano]. Descripciones de origen: viatico - fondo_empoderamiento (CHH-LOG-619) [observatorio ciudadano]."
todo_el_tiempo,2021-12,P0008,P0163,"['SOBORNO', 'DONATIVO_CRUZADO']",auditoria_externa criptodonativo ref VER-MKT-459 sesión híbrida,auditoria_externa; criptodonativo; ref VER-MKT-459; sesión híbrida,2,88105.36,"En la ventana 'todo_el_tiempo', durante 2021-12 el subordinado P0163 envió 2 pagos al manager P0008 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 88,105.36 en monto total. Conceptos crudos detectados: auditoria_externa criptodonativo ref VER-MKT-459 sesión híbrida. Descripciones de origen: auditoria_externa; criptodonativo; ref VER-MKT-459; sesión híbrida."
todo_el_tiempo,2025-12,P0188,P0228,"['SOBORNO', 'VIATICOS_LUJOSOS']",viatico piloto-latam (MTY-FIN-778) [observatorio ciudadano],viatico - piloto-latam (MTY-FIN-778) [observatorio ciudadano],2,88011.48,"En la ventana 'todo_el_tiempo', durante 2025-12 el subordinado P0228 envió 2 pagos al manager P0188 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS', acumulando 88,011.48 en monto total. Conceptos crudos detectados: viatico piloto-latam (MTY-FIN-778) [observatorio ciudadano]. Descripciones de origen: viatico - piloto-latam (MTY-FIN-778) [observatorio ciudadano]."
todo_el_tiempo,2024-09,P0134,P0005,"['SOBORNO', 'NOMINA_PARALELA']",bono_excepcional marketplace_artesanal expediente PUE-HR-992 sesión híbrida,bono_excepcional | marketplace_artesanal | expediente PUE-HR-992 | sesión híbrida,2,87936.04,"En la ventana 'todo_el_tiempo', durante 2024-09 el subordinado P0005 envió 2 pagos al manager P0134 etiquetados como 'SOBORNO, NOMINA_PARALELA', acumulando 87,936.04 en monto total. Conceptos crudos detectados: bono_excepcional marketplace_artesanal expediente PUE-HR-992 sesión híbrida. Descripciones de origen: bono_excepcional | marketplace_artesanal | expediente PUE-HR-992 | sesión híbrida."
todo_el_tiempo,2025-06,P0057,P0245,"['SOBORNO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica certificacion_iso expediente QRO-RPA-312 prueba de concepto,reembolso_caja_chica | certificacion_iso | expediente QRO-RPA-312 | prueba de concepto,2,87431.88,"En la ventana 'todo_el_tiempo', durante 2025-06 el subordinado P0245 envió 2 pagos al manager P0057 etiquetados como 'SOBORNO, REEMBOLSO_DUDOSO', acumulando 87,431.88 en monto total. Conceptos crudos detectados: reembolso_caja_chica certificacion_iso expediente QRO-RPA-312 prueba de concepto. Descripciones de origen: reembolso_caja_chica | certificacion_iso | expediente QRO-RPA-312 | prueba de concepto."
todo_el_tiempo,2023-06,P0098,P0141,"['SOBORNO', 'DONATIVO_CRUZADO']",prototipo_iot criptodonativo ref CHH-LOG-619 urgent follow-up,prototipo_iot; criptodonativo; ref CHH-LOG-619; urgent follow-up,2,87280.24,"En la ventana 'todo_el_tiempo', durante 2023-06 el subordinado P0141 envió 2 pagos al manager P0098 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 87,280.24 en monto total. Conceptos crudos detectados: prototipo_iot criptodonativo ref CHH-LOG-619 urgent follow-up. Descripciones de origen: prototipo_iot; criptodonativo; ref CHH-LOG-619; urgent follow-up."
todo_el_tiempo,2024-07,P0024,P0002,"['SOBORNO', 'DONATIVO_CRUZADO']",campana_multicultural salud_mental expediente PUE-HR-992 mise jour,campana_multicultural | salud_mental | expediente PUE-HR-992 | mise à jour,2,87229.36,"En la ventana 'todo_el_tiempo', durante 2024-07 el subordinado P0002 envió 2 pagos al manager P0024 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 87,229.36 en monto total. Conceptos crudos detectados: campana_multicultural salud_mental expediente PUE-HR-992 mise jour. Descripciones de origen: campana_multicultural | salud_mental | expediente PUE-HR-992 | mise à jour."
todo_el_tiempo,2022-10,P0167,P0086,"['SOBORNO', 'DONATIVO_CRUZADO']",donativo co-creacion_comunidad (BCS-LEGAL-504) [mise jour],donativo - co-creacion_comunidad (BCS-LEGAL-504) [mise à jour],2,87223.56,"En la ventana 'todo_el_tiempo', durante 2022-10 el subordinado P0086 envió 2 pagos al manager P0167 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 87,223.56 en monto total. Conceptos crudos detectados: donativo co-creacion_comunidad (BCS-LEGAL-504) [mise jour]. Descripciones de origen: donativo - co-creacion_comunidad (BCS-LEGAL-504) [mise à jour]."
todo_el_tiempo,2024-06,P0179,P0206,"['SOBORNO', 'REEMBOLSO_DUDOSO']",reembolso_caja_chica piloto-latam expediente BCN-CIBER-724 observatorio ciudadano,reembolso_caja_chica | piloto-latam | expediente BCN-CIBER-724 | observatorio ciudadano,2,87051.6,"En la ventana 'todo_el_tiempo', durante 2024-06 el subordinado P0206 envió 2 pagos al manager P0179 etiquetados como 'SOBORNO, REEMBOLSO_DUDOSO', acumulando 87,051.60 en monto total. Conceptos crudos detectados: reembolso_caja_chica piloto-latam expediente BCN-CIBER-724 observatorio ciudadano. Descripciones de origen: reembolso_caja_chica | piloto-latam | expediente BCN-CIBER-724 | observatorio ciudadano."
todo_el_tiempo,2021-08,P0236,P0207,"['SOBORNO', 'DONATIVO_CRUZADO']",infraestructura_nube alianza_estrategica (CHH-LOG-619) [benchmark ético],infraestructura_nube - alianza_estrategica (CHH-LOG-619) [benchmark ético],2,86966.64,"En la ventana 'todo_el_tiempo', durante 2021-08 el subordinado P0207 envió 2 pagos al manager P0236 etiquetados como 'SOBORNO, DONATIVO_CRUZADO', acumulando 86,966.64 en monto total. Conceptos crudos detectados: infraestructura_nube alianza_estrategica (CHH-LOG-619) [benchmark ético]. Descripciones de origen: infraestructura_nube - alianza_estrategica (CHH-LOG-619) [benchmark ético]."
todo_el_tiempo,2022-12,P0028,P0078,"['SOBORNO', 'VIATICOS_LUJOSOS']",viatico rescate_patrones_eticos ref SLP-ENG-640 due diligence,viatico; rescate_patrones_eticos; ref SLP-ENG-640; due diligence,2,85417.74,"En la ventana 'todo_el_tiempo', durante 2022-12 el subordinado P0078 envió 2 pagos al manager P0028 etiquetados como 'SOBORNO, VIATICOS_LUJOSOS', acumulando 85,417.74 en monto total. Conceptos crudos detectados: viatico rescate_patrones_eticos ref SLP-ENG-640 due diligence. Descripciones de origen: viatico; rescate_patrones_eticos; ref SLP-ENG-640; due diligence."
todo_el_tiempo,2022-02,P0051,P0173,"['SOBORNO', 'CONSULTORIA_FANTASMA']",consultoria marketplace_artesanal (VER-MKT-459) [pilot de innovación],consultoria - marketplace_artesanal (VER-MKT-459) [pilot de innovación],2,85365.38,"En la ventana 'todo_el_tiempo', durante 2022-02 el subordinado P0173 envió 2 pagos al manager P0051 etiquetados como 'SOBORNO, CONSULTORIA_FANTASMA', acumulando 85,365.38 en monto total. Conceptos crudos detectados: consultoria marketplace_artesanal (VER-MKT-459) [pilot de innovación]. Descripciones de origen: consultoria - marketplace_artesanal (VER-MKT-459) [pilot de innovación]."
