timeframe,persona,desbalance_persona_monto_neto,desbalance_persona_meses_envia_extremo,desbalance_persona_meses_recibe_extremo,interpretabilidad
todo_el_tiempo,P0007,-44319.35999999999,0,1,"En la ventana 'todo_el_tiempo', la persona P0007 presenta un desbalance neto de -44,319.36, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0108,43897.66,0,0,"En la ventana 'todo_el_tiempo', la persona P0108 presenta un desbalance neto de 43,897.66, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0046,-43064.68000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0046 presenta un desbalance neto de -43,064.68, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0176,42627.58,0,0,"En la ventana 'todo_el_tiempo', la persona P0176 presenta un desbalance neto de 42,627.58, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0060,42509.479999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0060 presenta un desbalance neto de 42,509.48, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0216,-42430.090000000004,0,0,"En la ventana 'todo_el_tiempo', la persona P0216 presenta un desbalance neto de -42,430.09, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0076,-42179.11000000001,0,1,"En la ventana 'todo_el_tiempo', la persona P0076 presenta un desbalance neto de -42,179.11, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0090,-42026.93,0,0,"En la ventana 'todo_el_tiempo', la persona P0090 presenta un desbalance neto de -42,026.93, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0309,41539.299999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0309 presenta un desbalance neto de 41,539.30, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0024,41476.78000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0024 presenta un desbalance neto de 41,476.78, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0022,-41354.94,1,1,"En la ventana 'todo_el_tiempo', la persona P0022 presenta un desbalance neto de -41,354.94, con meses extremos al enviar: 1 y al recibir: 1."
todo_el_tiempo,P0130,-41286.34,0,0,"En la ventana 'todo_el_tiempo', la persona P0130 presenta un desbalance neto de -41,286.34, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0266,-40511.73,0,1,"En la ventana 'todo_el_tiempo', la persona P0266 presenta un desbalance neto de -40,511.73, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0226,40281.61,1,0,"En la ventana 'todo_el_tiempo', la persona P0226 presenta un desbalance neto de 40,281.61, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0182,-40169.59,0,1,"En la ventana 'todo_el_tiempo', la persona P0182 presenta un desbalance neto de -40,169.59, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0293,-39594.37999999999,0,1,"En la ventana 'todo_el_tiempo', la persona P0293 presenta un desbalance neto de -39,594.38, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0150,39546.0,0,0,"En la ventana 'todo_el_tiempo', la persona P0150 presenta un desbalance neto de 39,546.00, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0133,39501.530000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0133 presenta un desbalance neto de 39,501.53, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0064,-39213.69,0,0,"En la ventana 'todo_el_tiempo', la persona P0064 presenta un desbalance neto de -39,213.69, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0300,-39087.840000000004,0,0,"En la ventana 'todo_el_tiempo', la persona P0300 presenta un desbalance neto de -39,087.84, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0088,-38713.130000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0088 presenta un desbalance neto de -38,713.13, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0242,38393.06999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0242 presenta un desbalance neto de 38,393.07, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0223,-37987.58,0,0,"En la ventana 'todo_el_tiempo', la persona P0223 presenta un desbalance neto de -37,987.58, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0065,-37888.67999999999,0,1,"En la ventana 'todo_el_tiempo', la persona P0065 presenta un desbalance neto de -37,888.68, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0317,37817.149999999994,0,1,"En la ventana 'todo_el_tiempo', la persona P0317 presenta un desbalance neto de 37,817.15, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0051,36987.850000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0051 presenta un desbalance neto de 36,987.85, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0246,-36606.94,0,0,"En la ventana 'todo_el_tiempo', la persona P0246 presenta un desbalance neto de -36,606.94, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0232,-36364.07000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0232 presenta un desbalance neto de -36,364.07, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0261,-36233.370000000024,0,2,"En la ventana 'todo_el_tiempo', la persona P0261 presenta un desbalance neto de -36,233.37, con meses extremos al enviar: 0 y al recibir: 2."
todo_el_tiempo,P0112,36159.07999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0112 presenta un desbalance neto de 36,159.08, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0217,-36074.83,0,0,"En la ventana 'todo_el_tiempo', la persona P0217 presenta un desbalance neto de -36,074.83, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0248,36063.07999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0248 presenta un desbalance neto de 36,063.08, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0157,-35546.100000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0157 presenta un desbalance neto de -35,546.10, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0099,-34612.98,0,0,"En la ventana 'todo_el_tiempo', la persona P0099 presenta un desbalance neto de -34,612.98, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0045,33771.39,0,0,"En la ventana 'todo_el_tiempo', la persona P0045 presenta un desbalance neto de 33,771.39, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0032,33437.2,0,0,"En la ventana 'todo_el_tiempo', la persona P0032 presenta un desbalance neto de 33,437.20, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0070,33174.31,1,0,"En la ventana 'todo_el_tiempo', la persona P0070 presenta un desbalance neto de 33,174.31, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0206,33091.0,0,0,"En la ventana 'todo_el_tiempo', la persona P0206 presenta un desbalance neto de 33,091.00, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0085,-32245.090000000004,0,1,"En la ventana 'todo_el_tiempo', la persona P0085 presenta un desbalance neto de -32,245.09, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0159,-32200.399999999998,0,1,"En la ventana 'todo_el_tiempo', la persona P0159 presenta un desbalance neto de -32,200.40, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0165,-30747.229999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0165 presenta un desbalance neto de -30,747.23, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0056,-29291.539999999994,0,0,"En la ventana 'todo_el_tiempo', la persona P0056 presenta un desbalance neto de -29,291.54, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0251,29230.58,0,0,"En la ventana 'todo_el_tiempo', la persona P0251 presenta un desbalance neto de 29,230.58, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0253,-29011.469999999994,0,0,"En la ventana 'todo_el_tiempo', la persona P0253 presenta un desbalance neto de -29,011.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0044,28874.850000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0044 presenta un desbalance neto de 28,874.85, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0190,28661.57,0,0,"En la ventana 'todo_el_tiempo', la persona P0190 presenta un desbalance neto de 28,661.57, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0238,28321.750000000004,0,0,"En la ventana 'todo_el_tiempo', la persona P0238 presenta un desbalance neto de 28,321.75, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0286,-28043.699999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0286 presenta un desbalance neto de -28,043.70, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0311,27817.8,0,0,"En la ventana 'todo_el_tiempo', la persona P0311 presenta un desbalance neto de 27,817.80, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0020,27612.760000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0020 presenta un desbalance neto de 27,612.76, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0149,-26548.47,0,0,"En la ventana 'todo_el_tiempo', la persona P0149 presenta un desbalance neto de -26,548.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0118,-26539.060000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0118 presenta un desbalance neto de -26,539.06, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0298,-26223.480000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0298 presenta un desbalance neto de -26,223.48, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0005,-25955.45000000001,0,1,"En la ventana 'todo_el_tiempo', la persona P0005 presenta un desbalance neto de -25,955.45, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0229,-25802.26999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0229 presenta un desbalance neto de -25,802.27, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0008,25652.75,0,0,"En la ventana 'todo_el_tiempo', la persona P0008 presenta un desbalance neto de 25,652.75, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0264,-25635.03,0,0,"En la ventana 'todo_el_tiempo', la persona P0264 presenta un desbalance neto de -25,635.03, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0172,-24834.199999999997,0,1,"En la ventana 'todo_el_tiempo', la persona P0172 presenta un desbalance neto de -24,834.20, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0241,24830.96,0,0,"En la ventana 'todo_el_tiempo', la persona P0241 presenta un desbalance neto de 24,830.96, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0094,24417.059999999998,1,0,"En la ventana 'todo_el_tiempo', la persona P0094 presenta un desbalance neto de 24,417.06, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0041,23939.32,0,0,"En la ventana 'todo_el_tiempo', la persona P0041 presenta un desbalance neto de 23,939.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0031,-23400.14,0,0,"En la ventana 'todo_el_tiempo', la persona P0031 presenta un desbalance neto de -23,400.14, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0175,-23361.89,0,0,"En la ventana 'todo_el_tiempo', la persona P0175 presenta un desbalance neto de -23,361.89, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0039,-23311.109999999986,0,0,"En la ventana 'todo_el_tiempo', la persona P0039 presenta un desbalance neto de -23,311.11, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0244,23138.850000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0244 presenta un desbalance neto de 23,138.85, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0071,-23022.34,0,0,"En la ventana 'todo_el_tiempo', la persona P0071 presenta un desbalance neto de -23,022.34, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0075,-22617.899999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0075 presenta un desbalance neto de -22,617.90, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0143,22520.469999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0143 presenta un desbalance neto de 22,520.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0169,-22289.199999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0169 presenta un desbalance neto de -22,289.20, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0202,21840.189999999988,0,0,"En la ventana 'todo_el_tiempo', la persona P0202 presenta un desbalance neto de 21,840.19, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0117,21340.43,0,0,"En la ventana 'todo_el_tiempo', la persona P0117 presenta un desbalance neto de 21,340.43, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0066,21138.65,0,0,"En la ventana 'todo_el_tiempo', la persona P0066 presenta un desbalance neto de 21,138.65, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0183,-21034.25,0,0,"En la ventana 'todo_el_tiempo', la persona P0183 presenta un desbalance neto de -21,034.25, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0168,20607.42,0,0,"En la ventana 'todo_el_tiempo', la persona P0168 presenta un desbalance neto de 20,607.42, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0212,20493.329999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0212 presenta un desbalance neto de 20,493.33, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0195,-20222.68,0,0,"En la ventana 'todo_el_tiempo', la persona P0195 presenta un desbalance neto de -20,222.68, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0215,19685.21,0,0,"En la ventana 'todo_el_tiempo', la persona P0215 presenta un desbalance neto de 19,685.21, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0265,19431.24,0,0,"En la ventana 'todo_el_tiempo', la persona P0265 presenta un desbalance neto de 19,431.24, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0038,19354.08000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0038 presenta un desbalance neto de 19,354.08, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0164,19291.740000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0164 presenta un desbalance neto de 19,291.74, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0026,19078.870000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0026 presenta un desbalance neto de 19,078.87, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0018,19059.840000000004,0,0,"En la ventana 'todo_el_tiempo', la persona P0018 presenta un desbalance neto de 19,059.84, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0061,18880.980000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0061 presenta un desbalance neto de 18,880.98, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0290,-18859.5,0,0,"En la ventana 'todo_el_tiempo', la persona P0290 presenta un desbalance neto de -18,859.50, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0079,18840.67,0,0,"En la ventana 'todo_el_tiempo', la persona P0079 presenta un desbalance neto de 18,840.67, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0011,-18608.64,0,1,"En la ventana 'todo_el_tiempo', la persona P0011 presenta un desbalance neto de -18,608.64, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0132,18344.0,0,1,"En la ventana 'todo_el_tiempo', la persona P0132 presenta un desbalance neto de 18,344.00, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0275,-18326.100000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0275 presenta un desbalance neto de -18,326.10, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0230,18021.449999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0230 presenta un desbalance neto de 18,021.45, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0009,-17903.660000000003,0,1,"En la ventana 'todo_el_tiempo', la persona P0009 presenta un desbalance neto de -17,903.66, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0163,17855.08000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0163 presenta un desbalance neto de 17,855.08, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0307,-17693.690000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0307 presenta un desbalance neto de -17,693.69, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0297,-17622.79,0,0,"En la ventana 'todo_el_tiempo', la persona P0297 presenta un desbalance neto de -17,622.79, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0289,-17387.800000000007,0,0,"En la ventana 'todo_el_tiempo', la persona P0289 presenta un desbalance neto de -17,387.80, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0123,17098.079999999994,1,0,"En la ventana 'todo_el_tiempo', la persona P0123 presenta un desbalance neto de 17,098.08, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0125,-17032.240000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0125 presenta un desbalance neto de -17,032.24, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0120,16946.129999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0120 presenta un desbalance neto de 16,946.13, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0188,16606.55,0,0,"En la ventana 'todo_el_tiempo', la persona P0188 presenta un desbalance neto de 16,606.55, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0068,-16445.44,0,0,"En la ventana 'todo_el_tiempo', la persona P0068 presenta un desbalance neto de -16,445.44, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0273,16332.379999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0273 presenta un desbalance neto de 16,332.38, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0010,-16119.739999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0010 presenta un desbalance neto de -16,119.74, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0083,-16022.839999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0083 presenta un desbalance neto de -16,022.84, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0294,15980.160000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0294 presenta un desbalance neto de 15,980.16, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0280,15569.780000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0280 presenta un desbalance neto de 15,569.78, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0124,-14877.929999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0124 presenta un desbalance neto de -14,877.93, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0152,14867.07,0,0,"En la ventana 'todo_el_tiempo', la persona P0152 presenta un desbalance neto de 14,867.07, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0218,-14786.350000000006,0,0,"En la ventana 'todo_el_tiempo', la persona P0218 presenta un desbalance neto de -14,786.35, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0314,14698.830000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0314 presenta un desbalance neto de 14,698.83, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0191,14698.740000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0191 presenta un desbalance neto de 14,698.74, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0028,14637.279999999999,1,0,"En la ventana 'todo_el_tiempo', la persona P0028 presenta un desbalance neto de 14,637.28, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0017,14594.220000000001,1,0,"En la ventana 'todo_el_tiempo', la persona P0017 presenta un desbalance neto de 14,594.22, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0315,14222.62000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0315 presenta un desbalance neto de 14,222.62, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0255,13932.0,0,1,"En la ventana 'todo_el_tiempo', la persona P0255 presenta un desbalance neto de 13,932.00, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0279,13843.29,0,0,"En la ventana 'todo_el_tiempo', la persona P0279 presenta un desbalance neto de 13,843.29, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0042,-13392.720000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0042 presenta un desbalance neto de -13,392.72, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0104,13282.079999999994,0,0,"En la ventana 'todo_el_tiempo', la persona P0104 presenta un desbalance neto de 13,282.08, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0301,12605.21,0,0,"En la ventana 'todo_el_tiempo', la persona P0301 presenta un desbalance neto de 12,605.21, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0135,-12475.519999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0135 presenta un desbalance neto de -12,475.52, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0222,-12363.259999999995,1,0,"En la ventana 'todo_el_tiempo', la persona P0222 presenta un desbalance neto de -12,363.26, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0170,12294.21,0,1,"En la ventana 'todo_el_tiempo', la persona P0170 presenta un desbalance neto de 12,294.21, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0310,-12284.499999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0310 presenta un desbalance neto de -12,284.50, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0257,12249.23,0,0,"En la ventana 'todo_el_tiempo', la persona P0257 presenta un desbalance neto de 12,249.23, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0082,11749.450000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0082 presenta un desbalance neto de 11,749.45, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0080,11672.179999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0080 presenta un desbalance neto de 11,672.18, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0073,-11659.339999999997,0,0,"En la ventana 'todo_el_tiempo', la persona P0073 presenta un desbalance neto de -11,659.34, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0093,10984.579999999998,0,0,"En la ventana 'todo_el_tiempo', la persona P0093 presenta un desbalance neto de 10,984.58, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0109,-10836.14,0,0,"En la ventana 'todo_el_tiempo', la persona P0109 presenta un desbalance neto de -10,836.14, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0187,-10726.960000000003,0,0,"En la ventana 'todo_el_tiempo', la persona P0187 presenta un desbalance neto de -10,726.96, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0138,10456.95,0,0,"En la ventana 'todo_el_tiempo', la persona P0138 presenta un desbalance neto de 10,456.95, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0291,10061.48999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0291 presenta un desbalance neto de 10,061.49, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0254,10011.490000000005,0,0,"En la ventana 'todo_el_tiempo', la persona P0254 presenta un desbalance neto de 10,011.49, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0256,-9765.270000000002,0,0,"En la ventana 'todo_el_tiempo', la persona P0256 presenta un desbalance neto de -9,765.27, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0240,-9604.43,0,0,"En la ventana 'todo_el_tiempo', la persona P0240 presenta un desbalance neto de -9,604.43, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0234,-9494.979999999996,0,0,"En la ventana 'todo_el_tiempo', la persona P0234 presenta un desbalance neto de -9,494.98, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0006,9311.330000000002,1,1,"En la ventana 'todo_el_tiempo', la persona P0006 presenta un desbalance neto de 9,311.33, con meses extremos al enviar: 1 y al recibir: 1."
todo_el_tiempo,P0078,9257.319999999992,0,0,"En la ventana 'todo_el_tiempo', la persona P0078 presenta un desbalance neto de 9,257.32, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0021,9239.970000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0021 presenta un desbalance neto de 9,239.97, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0086,-9022.009999999995,0,0,"En la ventana 'todo_el_tiempo', la persona P0086 presenta un desbalance neto de -9,022.01, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0302,-8603.2,0,0,"En la ventana 'todo_el_tiempo', la persona P0302 presenta un desbalance neto de -8,603.20, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0173,8268.900000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0173 presenta un desbalance neto de 8,268.90, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0057,8216.48999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0057 presenta un desbalance neto de 8,216.49, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0013,7798.9,0,0,"En la ventana 'todo_el_tiempo', la persona P0013 presenta un desbalance neto de 7,798.90, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0162,6817.279999999999,0,0,"En la ventana 'todo_el_tiempo', la persona P0162 presenta un desbalance neto de 6,817.28, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0184,6557.040000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0184 presenta un desbalance neto de 6,557.04, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0236,6129.5899999999965,1,0,"En la ventana 'todo_el_tiempo', la persona P0236 presenta un desbalance neto de 6,129.59, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0207,6086.6999999999825,1,0,"En la ventana 'todo_el_tiempo', la persona P0207 presenta un desbalance neto de 6,086.70, con meses extremos al enviar: 1 y al recibir: 0."
todo_el_tiempo,P0144,5669.0999999999985,0,1,"En la ventana 'todo_el_tiempo', la persona P0144 presenta un desbalance neto de 5,669.10, con meses extremos al enviar: 0 y al recibir: 1."
todo_el_tiempo,P0092,-5310.939999999995,0,0,"En la ventana 'todo_el_tiempo', la persona P0092 presenta un desbalance neto de -5,310.94, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0140,5165.470000000001,0,0,"En la ventana 'todo_el_tiempo', la persona P0140 presenta un desbalance neto de 5,165.47, con meses extremos al enviar: 0 y al recibir: 0."
todo_el_tiempo,P0181,4938.6600000000035,0,0,"En la ventana 'todo_el_tiempo', la persona P0181 presenta un desbalance neto de 4,938.66, con meses extremos al enviar: 0 y al recibir: 0."
